,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
1370,568999888043638785,negative,0.6721,longlines,0.3376,United,,DerekTrovi,,0,"@united sure, but 8 different texts changing time &amp; gate (especially locations across the entire concourse). That just seemed a little off.",,2015-02-20 21:05:19-08:00,"Grand Rapids, Michigan",Eastern Time (US & Canada)
1135,569330683623186433,negative,1.0,Cancelled Flight,1.0,United,,keithdunn,,0,@united flight was Cancelled Flighted after the last opportunity to rebook us on other flights this evening passed.,,2015-02-21 18:59:47-08:00,"arlington, va",Eastern Time (US & Canada)
4741,568107822275305472,positive,0.6728,,,Delta,,History_Dork,,0,@JetBlue The Magic eight ball has never steered me wrong  :),,2015-02-18 10:00:34-08:00,right behind you,Eastern Time (US & Canada)
4714,568154777739259907,neutral,0.3502,,0.0,Delta,,thedanband,,0,@JetBlue this feels nice - what we've got going on here. Let's just swap me out with the fool in 5a and we can make it all better.,,2015-02-18 13:07:09-08:00,New York City,Pacific Time (US & Canada)
4978,570248954572619776,negative,1.0,Lost Luggage,1.0,US Airways,,DannyLawray,,0,@USAirways I will NEVER travel US Airways again. Flew in from LA to DC last night and for the 2nd time on this airline my bags didn't arrive,,2015-02-24 07:48:40-08:00,"Dumfries, Virginia",Eastern Time (US & Canada)
2312,567734128011784192,negative,1.0,Cancelled Flight,0.6875,United,,SeanHerwaldt,,0,.@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.,,2015-02-17 09:15:38-08:00,Kanasa City,Central Time (US & Canada)
7044,569912888866906112,neutral,0.662,,0.0,American,,softwaredoug,,0,@AmericanAir this receipt doesn't show the evoucher value nor does it mention having used an evoucher,,2015-02-23 09:33:15-08:00,"Charlottesville, VA",Hawaii
5485,569523635171405824,neutral,1.0,,,US Airways,,dailylaurel,,0,@USAirways at least they make you run so you want yo buy this fresh diet coke...nice bizness plan. Its all about marketing right?,,2015-02-22 07:46:30-08:00,Bruxelle-Paris-Marseille-(BPM),Athens
5890,568644931792687104,positive,0.6987,,,US Airways,,katiesherwood,,0,@USAirways we will...sunday! Just a few days away,,2015-02-19 21:34:51-08:00,"New York, New York",Quito
4033,569633562879619073,positive,0.6711,,,Delta,,Tom_Constantin,,0,@JetBlue thanks for answering my questions!,,2015-02-22 15:03:19-08:00,3Ø4 ,Quito
714,569856081180160000,negative,1.0,Customer Service Issue,1.0,United,,mbelliss,,0,@united I'm not sure you can do anything as this has been building up over time! Other than promises from your CEO service has gotten worse!,,2015-02-23 05:47:31-08:00,Louisville,Alaska
2358,570287513874669568,negative,0.6526,Can't Tell,0.3684,Southwest,,MauriceRabb,,0,@SouthwestAir thx but I'll be expecting a credit for this leg.,"[41.78546237, -87.7430551]",2015-02-24 10:21:53-08:00,Chicago,Central Time (US & Canada)
6572,570235209783717889,negative,1.0,Lost Luggage,1.0,American,,JonKohler,,0,"@AmericanAir I need to go to YYZ tmr morning 8am. I switched to United already, but my bag is still off in AA la-la land.",,2015-02-24 06:54:03-08:00,"Denver, CO",Eastern Time (US & Canada)
1754,568535502996905984,neutral,0.6458,,0.0,United,,TheKevinDent,,0,@united I am on 1528 and my connecting flight is 909,,2015-02-19 14:20:01-08:00,Look behind you,Pacific Time (US & Canada)
291,567813046811525120,positive,0.6803,,,Virgin America,,SimplyImplicit,,0,@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.,,2015-02-17 14:29:14-08:00,"Los Angeles, CA",Central Time (US & Canada)
2456,570014474993688576,negative,1.0,Cancelled Flight,0.6447,Southwest,,_missjoannalee,,0,@SouthwestAir hope your flyers get a credit of some sort for all the delays and Cancelled Flightlations #shittydeal #notimpressed,"[37.6170841, -122.3877223]",2015-02-23 16:16:55-08:00,Canada,Pacific Time (US & Canada)
3690,570211016308596736,neutral,1.0,,,Delta,,elias_rubin,,0,@JetBlue hi friend! Question for you when you have a moment.,,2015-02-24 05:17:54-08:00,"New York, NY",Pacific Time (US & Canada)
3542,567778453006655488,negative,1.0,Customer Service Issue,1.0,Southwest,,dominoeffect01,,0,"@SouthwestAir been on the phone for about an hour waiting..can you please answer, Thank You!  #notcool",,2015-02-17 12:11:46-08:00,New Orleans/Dallas,Central Time (US & Canada)
4943,570304740279640064,neutral,0.6665,,0.0,US Airways,,eec_x3,,0,@USAirways shout out to Cathy at the Vegas airport check-in for hooking us up!,,2015-02-24 11:30:20-08:00,Paper Street,Eastern Time (US & Canada)
1597,568805571647942656,negative,1.0,Late Flight,1.0,United,,caitlingshaw,,0,"@united thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation",,2015-02-20 08:13:10-08:00,"Columbus, Ohio",Eastern Time (US & Canada)
822,569685581787205632,positive,0.6544,,0.0,United,,RyanSennett,,0,@united bummer but thank you for the quick response,,2015-02-22 18:30:01-08:00,"Vancouver, WA",Pacific Time (US & Canada)
5589,569353454914662400,negative,1.0,Late Flight,1.0,US Airways,,ColfaxCapital,,0,@USAirways been sitting on the tarmac for 90 mins now bc engine is broken. How are u going to compensate passengers #WorstAirline,,2015-02-21 20:30:16-08:00,"39.0708° N, 106.9886° W",Quito
2455,570014685166219264,negative,1.0,Cancelled Flight,1.0,Southwest,,Drewscifer,,0,@SouthwestAir you Cancelled Flightled my flight and now I am in the back of the queue and you want to charge me 200  for business class? Stay classy,,2015-02-23 16:17:45-08:00,Washington DC,Eastern Time (US & Canada)
2732,569329014826864640,negative,1.0,Cancelled Flight,1.0,Southwest,,bradtronic,,0,@SouthwestAir why was flight 4199 out of Boston tmrw @ 1230 Cancelled Flightled?,,2015-02-21 18:53:09-08:00,Chicago,Central Time (US & Canada)
4556,568484039499378690,negative,1.0,Customer Service Issue,0.6875,Delta,,mattjay_son,,0,@JetBlue Alternatives?  You have absolutely no respect for loyal customers.  8 years.  No more.  I'm done.,,2015-02-19 10:55:31-08:00,"Los Angeles, CA",Arizona
4737,568116088631791616,positive,1.0,,,Delta,,MaxwellAMooney,,0,"@JetBlue also. Emergency exit seats. 6'2"" and that's a huge win.",,2015-02-18 10:33:25-08:00,"Mill Creek, WA",Pacific Time (US & Canada)
6543,570255201069899776,negative,1.0,Late Flight,0.6685,American,,StrongerOrgs,,0,@AmericanAir Can't unload flight #3322 because jetway is broken.  #steps #planB? #waiting nearly an hour,,2015-02-24 08:13:29-08:00,Texas,Central Time (US & Canada)
5035,570057520162721792,negative,1.0,Flight Booking Problems,0.6869,US Airways,,jkfreeman1,,0,@USAirways well I thought they had hours ago but just found out that no I do not have a seat,,2015-02-23 19:07:58-08:00,Southeastern United States,Central Time (US & Canada)
6918,569974423903715328,negative,0.6488,Flight Booking Problems,0.3346,American,,UllCon,,0,"@AmericanAir I paid using Paypal online and after I was charged there was a ""System Error"" which is what I ended up calling about.",,2015-02-23 13:37:46-08:00,"Michigan, US",Quito
3393,568069616003629057,negative,1.0,Late Flight,1.0,Southwest,,MsPersia,,0,"@SouthwestAir she cut people off 35 minutes before flight time to check in bags, for a flight that was delayed 2 hours! I waited 8 more hrs!",,2015-02-18 07:28:45-08:00,San Francisco,Pacific Time (US & Canada)
3676,570235244999270400,negative,1.0,Flight Booking Problems,1.0,Delta,,lalunkee,,0,@JetBlue Need your help. I'm moving to DC &amp; I want to book a one way fare on your website. It won't seem to let me. Am I missing something?,,2015-02-24 06:54:11-08:00,All over ...,Eastern Time (US & Canada)
6185,567872406628356096,negative,1.0,Customer Service Issue,0.6855,US Airways,,glehel,,0,@USAirways @noltnancy What will be is a what may be...what is...sucks. #fail,"[36.1036159, -115.16564]",2015-02-17 18:25:06-08:00,Washington DC,Eastern Time (US & Canada)
1785,568493245191364609,neutral,1.0,,,United,,Gouwerijn,,0,@united online inchecking able in the Netherlands (ams)?,,2015-02-19 11:32:06-08:00,Alphen aan den Rijn,Amsterdam
4105,569547458520469505,negative,1.0,longlines,1.0,Delta,,davisesq212,,0,@JetBlue no excuse though for 3 gate changes though.,,2015-02-22 09:21:10-08:00,New York City,Eastern Time (US & Canada)
431,570100214733737985,negative,0.3579,Customer Service Issue,0.3579,United,,ajpape,,0,@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.,,2015-02-23 21:57:37-08:00,"Boulder, CO",Mountain Time (US & Canada)
4144,569512447717085185,neutral,1.0,,,Delta,,sylvie75015,,0,"@JetBlue I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots, passengers &amp; crew get there safely!",,2015-02-22 07:02:03-08:00,"Larchmont, New York",Eastern Time (US & Canada)
7209,569784699117137920,negative,1.0,Customer Service Issue,1.0,American,,EyeOfTheGate,,0,@AmericanAir speaking 2 languages paid off! as the US line left me over 70 min in hold -without an answer- the latinamerican solved in 20min,,2015-02-23 01:03:53-08:00,San Francisco,Pacific Time (US & Canada)
4228,569251925482475520,negative,0.6652,Cancelled Flight,0.3434,Delta,,Marc_keting,,0,@JetBlue at what point do u Cancelled Flight flights to DCA- other airlines have already Cancelled Flightled,,2015-02-21 13:46:49-08:00,"Washington, DC",Eastern Time (US & Canada)
5413,569568612215865344,negative,0.6867,Can't Tell,0.6867,US Airways,,ConNyoungjeezy,,0,@USAirways churn rate increasing by the second,,2015-02-22 10:45:13-08:00,Boston,Quito
3484,567830414615662592,negative,1.0,Customer Service Issue,1.0,Southwest,,lablakeh,,0,@SouthwestAir has the worst customer service on earth. Will never fly that airline again.,,2015-02-17 15:38:15-08:00, Ole Miss • ATL ,Central Time (US & Canada)
565,569963935429824512,negative,1.0,Can't Tell,0.3513,United,,segallsays,,0,@united That's real dedication &amp; concern. Your apologies don't fix the issue nor any of the miserable issues I've had over the past 6 mos.,"[29.7420124, -95.5606921]",2015-02-23 12:56:06-08:00,"Houston, TX",America/Chicago
4008,569666455114903552,negative,0.3505,Can't Tell,0.3505,Delta,,shannonwoodward,,0,@JetBlue your gif game is strong.,,2015-02-22 17:14:01-08:00,"Los Angeles, CA",Arizona
828,569681060553826304,negative,1.0,Customer Service Issue,1.0,United,,Fire_Bilal,,0,@united lol too little too Late Flight,,2015-02-22 18:12:03-08:00,"Iowa City, IA",Eastern Time (US & Canada)
4663,568202287216234496,negative,1.0,Customer Service Issue,0.3741,Delta,,Ginzan77,,0,@JetBlue Tried...considerable confusion...no announcement...no sign updates,,2015-02-18 16:15:56-08:00,Northern Virginia,Eastern Time (US & Canada)
5797,568882629409411072,positive,1.0,,,US Airways,,walkerwj,,0,@USAirways Yes thank you. Appreciate u checking...,,2015-02-20 13:19:22-08:00,"ÜT: 38.955822,-94.728202",Central Time (US & Canada)
5961,568499798099304449,neutral,1.0,,,US Airways,,AlxStevens,,0,@usairways I don't think the US site allows that (unlike http://t.co/etfjqIwUvt). Can I use a US credit if I held on http://t.co/etfjqIwUvt?,,2015-02-19 11:58:08-08:00,"Waynesboro, VA",Eastern Time (US & Canada)
7358,569687056542244864,negative,1.0,Late Flight,1.0,American,,tencents77,,0,@AmericanAir several hrs Late Flight and 140 characters won't do it. Cheers though,,2015-02-22 18:35:53-08:00,"London, UK",Quito
1827,568431007654924288,negative,1.0,Late Flight,1.0,United,,mfaywu,,0,@united I know I can see that too but now estimated time of dep. is 10am. I don't understand why there wasn't a better estimate 3 hrs ago,,2015-02-19 07:24:47-08:00,"Los Angeles, CA",Arizona
3461,567869273109958656,neutral,0.6578,,0.0,Southwest,,suevannasing,,0,@SouthwestAir who should I contact about a missing Rapid Rewards credit?,,2015-02-17 18:12:39-08:00,"Los Angeles, CA",Pacific Time (US & Canada)
1327,569089890173874176,negative,1.0,longlines,1.0,United,,CaseyBarnes1,,0,@united at MSP w/3 employees trying to check in several hundred and the line is crazy might miss our plane be sure to thank these employees,,2015-02-21 03:02:57-08:00,"Lake City, MN",Central Time (US & Canada)
2590,569698892528222208,negative,0.6566,Flight Booking Problems,0.6566,Southwest,,GabiLieberman,,0,@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?,,2015-02-22 19:22:55-08:00,Chicago by way of California,Central Time (US & Canada)
6951,569961302338072576,positive,1.0,,,American,,mike_square,,0,@AmericanAir Thank you!!!! I will be there to pick her up on time.,,2015-02-23 12:45:38-08:00,"Dallas, Tx, USA",Mountain Time (US & Canada)
10,570277724385734656,positive,1.0,,,Virgin America,,ItzBrianHunty,,0,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,,2015-02-24 09:42:59-08:00,west covina,Pacific Time (US & Canada)
6211,567842439911858176,negative,1.0,Customer Service Issue,0.6544,US Airways,,Ltos5363,,0,@USAirways Stop reposting same autoresponse  That was return flight home #imateacher. Couldnt get to RSW  #neptune#waivethefee #notmyfault,,2015-02-17 16:26:02-08:00,"South Shore, MA",Eastern Time (US & Canada)
1728,568566729992847360,neutral,0.6742,,,United,,dr_spencer,,0,@united I will give it a couple more weeks. Thank you.,,2015-02-19 16:24:06-08:00,Nicaragua,Central America
5839,568796551394549760,negative,1.0,Flight Attendant Complaints,0.3541,US Airways,,YourKindofSalad,,0,@USAirways I respect the stress of a merger but one rep to reschedule/replane 15 ppl who are already Late Flight? #youcandobetter,,2015-02-20 07:37:20-08:00,Cincinnati,Quito
1055,569477178703908864,negative,0.6392,Can't Tell,0.6392,United,,cedraughn,,0,@united you a bish,,2015-02-22 04:41:54-08:00,senior / mount airy,Eastern Time (US & Canada)
5873,568772824523001856,negative,1.0,Late Flight,1.0,US Airways,,riricesq,,0,@USAirways is moving the plane to the end of the runway for us to sit on it for an hour and a half. They didn't even let us off.,,2015-02-20 06:03:03-08:00,On a beach,Quito
6254,567799412538494976,negative,1.0,Bad Flight,0.3631,US Airways,,benjaminspear,,0,"@usairways It was 9º, and some of us had left coats in our luggage in anticipation of cramped overhead bins :|",,2015-02-17 13:35:03-08:00,"Boston, MA",Quito
3870,569934977963573248,positive,0.6697,,,Delta,,SmokeeRobinson,,1,"Yall tried it. ""@JetBlue: Our fleet's on fleek. http://t.co/62GoDFaKNB”","[33.78310211, -84.21250227]",2015-02-23 11:01:02-08:00,"Jersey bred, Atlanta resident",Eastern Time (US & Canada)
227,568517447847780353,neutral,0.6925,,,Virgin America,,fromtheleftseat,,0,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,,2015-02-19 13:08:16-08:00,Phoenix AZ,Arizona
7078,569892686624198657,negative,1.0,Cancelled Flight,0.6659999999999999,American,,takingthekids,,0,@AmericanAir what response? Is our flight out of Montrose Cancelled Flightled or not?,"[37.93712278, -107.81800496]",2015-02-23 08:12:59-08:00,New England ,Quito
6191,567860775752208385,negative,0.6609999999999999,Cancelled Flight,0.6609999999999999,US Airways,,PastorMRobinson,,0,"@USAirways car services to and from the hotel, food, hotel cost bc of Cancelled Flightlations fall on the customer with last minute notifications",,2015-02-17 17:38:53-08:00,Lexington,Central Time (US & Canada)
3575,567754096272224256,neutral,0.6953,,,Southwest,,Michael_Stirrat,,0,@SouthwestAir Happily! But you need to follow me in order for me to DM you,,2015-02-17 10:34:59-08:00,"ÜT: 32.259172,-110.788252",Arizona
2162,567881459161260032,negative,1.0,Customer Service Issue,0.6926,United,,christruncer,,0,"@united so you told me to go, knowing what the issue was, only for me to go there and find out that you won’t fix it?",,2015-02-17 19:01:05-08:00,Washington DC,Eastern Time (US & Canada)
480,570050268588597248,negative,0.6847,Lost Luggage,0.6847,United,,MommyPR,,0,@united can you tell me how to file a claim for clothing that had to be purchased?,,2015-02-23 18:39:09-08:00,Global,Pacific Time (US & Canada)
6007,568423848732991488,negative,1.0,Customer Service Issue,0.3663,US Airways,,Heartliss,,0,@USAirways that's it?!?!?,,2015-02-19 06:56:20-08:00,Here. There. Everywhere. ,Quito
4124,569533098402009088,positive,1.0,,,Delta,,MarcPBerger,,0,@JetBlue thanks for the info. Already doing it now before we board! Looking forward to the future upgrades! #JetBlue http://t.co/5Db9eSBNzG,,2015-02-22 08:24:06-08:00,"Florham Park, NJ",Eastern Time (US & Canada)
4731,568126722903814144,negative,1.0,Late Flight,1.0,Delta,,MeganAurea,,0,@JetBlue I may need to. I had a 40 minute layover and now have a 15 min delay on my first flight.,,2015-02-18 11:15:40-08:00,Buffalo NY/ Pinehurst NC,Eastern Time (US & Canada)
4585,568437189694111744,negative,0.6513,Bad Flight,0.3288,Delta,,Tostie,,0,@JetBlue Apparently the pilot had made some announcement about engine trouble and losing fuel too quickly.,,2015-02-19 07:49:21-08:00,"Waltham, MA",Eastern Time (US & Canada)
2635,569648240150204416,negative,1.0,Customer Service Issue,1.0,Southwest,,arteriesrus,,0,"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??","[40.91497406, -81.43686526]",2015-02-22 16:01:38-08:00,Salt Lake City,Mountain Time (US & Canada)
5000,570208640520622080,negative,0.7087,Customer Service Issue,0.7087,US Airways,,peterbarth,,0,@USAirways why aren't you updating flight status/delays?,,2015-02-24 05:08:28-08:00,"Greenville, SC",Eastern Time (US & Canada)
211,568608718994026496,negative,1.0,Lost Luggage,1.0,Virgin America,,j_payton,,0,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",,2015-02-19 19:10:57-08:00,San Francisco,Quito
7233,569743129928028160,negative,1.0,Customer Service Issue,1.0,American,,malhoit,,0,"@AmericanAir seriously, there aren't any reps available to take phone calls? Even for platinum?",,2015-02-22 22:18:42-08:00,"Indianapolis, IN",Eastern Time (US & Canada)
6787,570046387825410048,neutral,0.6648,,0.0,American,,PareshRP,,0,@AmericanAir my 2498 to CLT left the gate. What is next for CLT. Need help,,2015-02-23 18:23:44-08:00,"Charlotte, NC",Eastern Time (US & Canada)
6724,570095131967295489,positive,1.0,,,American,,Roope00,,0,"@AmericanAir @BoeingAirplanes I really would love to experience first class on that plane,looks stunning!",,2015-02-23 21:37:25-08:00,WARNING: Explicit language,Helsinki
1238,569242037968445441,negative,1.0,Can't Tell,1.0,United,,LisaKothari,,0,"@united Luckily, I had my disinfectant wipes and did your job for you. You're welcome. #badservice",,2015-02-21 13:07:32-08:00,Seattle WA,Pacific Time (US & Canada)
2264,567788341538861056,negative,1.0,Cancelled Flight,1.0,United,,DC_Geoff,,0,@united 3359 which you finally Cancelled Flightled.,,2015-02-17 12:51:04-08:00,"Washington, DC",Atlantic Time (Canada)
6056,568211021497638912,negative,1.0,Flight Booking Problems,1.0,US Airways,,ximplosionx,,0,@USAirways Oh certainly. And now I have two $275 pending transactions on my bank account. Really happy that I was charged double.,,2015-02-18 16:50:39-08:00,"Redmond, WA",Eastern Time (US & Canada)
2448,570049195446444033,neutral,0.6504,,,Southwest,,Jgrozalsky,,0,@SouthwestAir will do - if you follow back I can DM that info,,2015-02-23 18:34:53-08:00,Boston,Eastern Time (US & Canada)
1538,568851544537481216,negative,1.0,Customer Service Issue,0.3586,United,,bugstory,,0,@united why would a person take hours and hours of wait time just to tell a lie,,2015-02-20 11:15:51-08:00,"Baltimore, MD",Eastern Time (US & Canada)
5266,569716449704587265,negative,1.0,Cancelled Flight,1.0,US Airways,,MeganStephens74,,0,"@USAirways now has stranded is in #Miami without updating any of the departure boards, and once they Cancelled Flightled the flight there was no...",,2015-02-22 20:32:41-08:00,"Philadelphia, PA",Atlantic Time (Canada)
3065,568787787815776256,positive,1.0,,,Southwest,,Tinygami,,0,@SouthwestAir please do. Hate having to fly a different airline. You're my fav.,,2015-02-20 07:02:30-08:00,Michigan,Tehran
5384,569600023597428736,negative,1.0,longlines,1.0,US Airways,,RBuchmann,,0,@USAirways Its pretty ridiculous that at PHX sky harbor you have 4 (!) employees working check in on a SUNDAY afternoon. 30 min &amp; counting..,,2015-02-22 12:50:02-08:00,"Saint Louis, MO",Central Time (US & Canada)
1909,568252787756302336,negative,1.0,Late Flight,1.0,United,,Belendelcanto,,0,@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary,,2015-02-18 19:36:36-08:00,Seattle,Hawaii
1551,568844097374560256,positive,0.6889,,,United,,alinosa,,0,@united appreciate the sentiment and you were able to get me off the ground;still missed connection,,2015-02-20 10:46:16-08:00,South Texas,Central Time (US & Canada)
7254,569729569428627456,positive,1.0,,,American,,DavidHeasley,,0,@AmericanAir all good! I'm catching the 11:10p flight tonight. Thanks for the response.,,2015-02-22 21:24:49-08:00,"Dallas, Texas",Central Time (US & Canada)
7060,569903088632352769,negative,1.0,Customer Service Issue,1.0,American,,Shay_Dine,,0,@AmericanAir I'm still patiently waiting for a response to my complaint email on Fri. What is the normal response time?,,2015-02-23 08:54:19-08:00,Saint LOUis,Central Time (US & Canada)
1627,568780030538420225,negative,0.6976,Lost Luggage,0.6976,United,,JackieSken,,0,@united Item (not mine) mysteriously ended up in my checked bag after a #EWR to #YOW flight.  Missing a black box? http://t.co/SJQEmDtQmA,,2015-02-20 06:31:41-08:00,"Ottawa, ON",Eastern Time (US & Canada)
3560,567765457731624960,negative,1.0,Customer Service Issue,0.6413,Southwest,,jwgonsalves,,0,@SouthwestAir Received email w/reso's to my email that isn't associated to SWA account I own with CC info for my sister. #FRAUD please DM me,,2015-02-17 11:20:08-08:00,"San Francisco, California ",Eastern Time (US & Canada)
4439,568781140217049088,neutral,1.0,,,Delta,,JetBlueNews,,0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Of7PFvQpOY,,2015-02-20 06:36:05-08:00,USA,Sydney
2179,567852704980017152,negative,1.0,Late Flight,0.6285,United,,bdognet,,1,@united you guys suck. You delay flights but can't hold the connectors 10 minutes??? #WorstAirlineEver,,2015-02-17 17:06:49-08:00,Napa,Pacific Time (US & Canada)
6278,567762685200228352,neutral,0.6845,,0.0,US Airways,,Eagles_SAB,,0,"@USAirways Darn it, first in line for no upgrade! Wish I understood the policy. :) http://t.co/xGPaAyFDwt",,2015-02-17 11:09:07-08:00,"Philadelphia, PA",Central Time (US & Canada)
3986,569683696422244352,neutral,1.0,,,Delta,,coolman13355,,0,"@JetBlue okay so anything using contactless EMV should work, just your internal testing and training is currently Apple Pay specific?",,2015-02-22 18:22:32-08:00,Texas,Central Time (US & Canada)
5844,568790903776636928,negative,1.0,Customer Service Issue,1.0,US Airways,,DoctorRedz,,0,@USAirways your customer service is a nightmare. I have been on hold for 1 hour. I'm a platinum member with AA and feel like it's worthless,,2015-02-20 07:14:53-08:00,Jamaica,Eastern Time (US & Canada)
6497,570275314036649984,negative,1.0,Late Flight,0.3703,American,,susqhb,,0,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.,,2015-02-24 09:33:24-08:00,Dallas via NYC via the OC,Central Time (US & Canada)
7164,569844262461972480,negative,1.0,Customer Service Issue,1.0,American,,C2Next,,0,@AmericanAir How is it possible that your call system can refuse callers for over twelve hours? What service options does that leave?,,2015-02-23 05:00:34-08:00,"St. Louis, Mo",Central Time (US & Canada)
1555,568841528455659520,neutral,0.3375,,0.0,United,,dlm_3,,0,@united I looked on the email chain and there is not one,,2015-02-20 10:36:03-08:00,Global,Eastern Time (US & Canada)
7460,569662471213948928,negative,1.0,Late Flight,0.6278,American,,johnruvolo,,0,@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags.,,2015-02-22 16:58:11-08:00,New York,Quito
428,570101817041747968,negative,0.6438,Can't Tell,0.3318,United,,kbleggett,,0,@united plus what about food? And taxis?,,2015-02-23 22:03:59-08:00,"Ottawa, Canada",Eastern Time (US & Canada)
1148,569322372995551232,neutral,1.0,,,United,,BryceHuffman,,0,@united what's the best way to get your tickets? Print off at home or go to check in desk?,,2015-02-21 18:26:45-08:00,Saskatchewan ,Mountain Time (US & Canada)
2627,569667173544812546,neutral,0.6548,,0.0,Southwest,,thaisayz,,0,@SouthwestAir where is mines?,,2015-02-22 17:16:52-08:00,USA ,Central Time (US & Canada)
716,569850899310358531,negative,1.0,Customer Service Issue,0.6667,United,,alysabaker,,0,@united hilarious,,2015-02-23 05:26:56-08:00,"ÜT: 50.97861,-114.000116",Mountain Time (US & Canada)
5689,569198593158086656,negative,1.0,Customer Service Issue,1.0,US Airways,,lj_verde,,0,@USAirways providing poor customer service by responding to complaints with a copy and paste tempLate Flight unreLate Flightd to complaint #usairwaysfail,,2015-02-21 10:14:54-08:00,DC,Eastern Time (US & Canada)
1635,568760315569053696,negative,1.0,longlines,0.6677,United,,CeC,,0,@united don't know if you are aware that ALL of your premier access lines are closed in your terminal. I feel the love.,,2015-02-20 05:13:20-08:00,Naperville,Paris
4413,568809330151022592,neutral,1.0,,,Delta,,BritishAirNews,,0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ,,2015-02-20 08:28:06-08:00,UK,Sydney
3543,567778403755900928,neutral,1.0,,,Southwest,,DurkDiggler8810,,0,@SouthwestAir @TomVH just get the RR credit card and get the points of family that way,,2015-02-17 12:11:34-08:00,KCMO,Central Time (US & Canada)
3647,570293674472558592,neutral,0.649,,0.0,Delta,,idk_but_youtube,,0,@JetBlue did you know that suicide is the second leading cause of death among teens 10-24,,2015-02-24 10:46:22-08:00,1/1 loner squad,Eastern Time (US & Canada)
6165,567910107163541504,negative,0.6672,Flight Attendant Complaints,0.3606,US Airways,,jsperber,,0,@usairways traveling with 2 year old. would appreciate you holding up your end of good business and hosting us in our unanticipated layover.,,2015-02-17 20:54:55-08:00,"Boston, MA",Mid-Atlantic
1503,568882789082222592,negative,1.0,Late Flight,0.6522,United,,andreamvdlg,,1,@united this is besides the fact that one week ago you delayed me by 18 hours. i am not impressed at all.,,2015-02-20 13:20:00-08:00,Edinbrah ,Eastern Time (US & Canada)
1941,568217301243133952,neutral,0.6452,,,United,,DontenPhoto,,0,@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme,,2015-02-18 17:15:36-08:00,"Englewood, Florida",Eastern Time (US & Canada)
3665,570265811623002112,negative,1.0,Customer Service Issue,1.0,Delta,,heyheyman,,0,@JetBlue I appreciate the credit for my troubles but the lack of personal response troubles me.,,2015-02-24 08:55:39-08:00,"Boston, MA",Eastern Time (US & Canada)
2074,568081281910587392,negative,1.0,Can't Tell,0.6577,United,,harris,,0,.@united Will breaking them in somehow make them longer so that they don't cut off the circulation in my legs? #unfriendlyskies,,2015-02-18 08:15:06-08:00,NYC,Eastern Time (US & Canada)
4984,570236495367315456,negative,0.6842,Customer Service Issue,0.3474,US Airways,,dgjessee,,0,@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50.,,2015-02-24 06:59:09-08:00,"Atlanta, United States",Eastern Time (US & Canada)
1862,568352500748849153,negative,0.6192,Customer Service Issue,0.6192,United,,patrick_maness,,0,@united ...just called and lady at your overseas call center said she saw no note. I explained the situation...again...,,2015-02-19 02:12:50-08:00,Rhode Island,Eastern Time (US & Canada)
2682,569503512968572928,neutral,0.6842,,,Southwest,,Late Flightncy,,0,@SouthwestAir can you follow for quick DM?,,2015-02-22 06:26:33-08:00,Off the Road,Eastern Time (US & Canada)
3035,568833608460283904,negative,1.0,Bad Flight,0.6593,Southwest,,AplSosy,,0,@SouthwestAir Flying now from JAX to DEN and I paid $8 for wifi that barely is functional.  Couldn't do work if I wanted to.  Never again.,,2015-02-20 10:04:35-08:00,"denver, co",Mountain Time (US & Canada)
6552,570250566573674496,neutral,0.6616,,0.0,American,,oobunillaoo,,0,@AmericanAir have your experts seen this? this is right at RDU airport. http://t.co/mPliO6DYgn,,2015-02-24 07:55:04-08:00,usa::fr::uk,London
